0,1,2
1889 American Association Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Philadelphia,130
ERA,St. Louis,3.00
Fewest Hits Allowed,St. Louis,"1,166"
Fewest Home Runs Allowed,Baltimore,27
Fewest Walks Allowed,Brooklyn,400
Saves,Cincinnati,8
Shutouts,Baltimore,10
Brooklyn,,
Strikeouts,St. Louis,617
Statistic,Team,#
