0,1,2
1906 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,563
Batting Average,Chicago,.262
Doubles,Philadelphia,197
Hits,Chicago,"1,316"
Home Runs,Brooklyn,25
On Base Percentage,New York,.343
Runs,Chicago,705
Slugging Average,Chicago,.339
Stolen Bases,New York,288
Triples,Chicago,71
Cincinnati,,
Statistic,Team,#
