0,1,2
1964 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Chicago,58
ERA,Los Angeles,2.96
Fewest Hits Allowed,Los Angeles,"1,289"
Fewest Home Runs Allowed,Los Angeles,88
Fewest Walks Allowed,Houston,353
Saves,Philadelphia,41
Shutouts,Los Angeles,19
Strikeouts,Cincinnati,"1,122"
