0,1,2
1906 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,137
ERA,Chicago,1.75
Fewest Hits Allowed,Chicago,"1,018"
Fewest Home Runs Allowed,Chicago,12
Fewest Walks Allowed,Pittsburgh,309
Saves,New York,18
Shutouts,Chicago,30
Strikeouts,Chicago,702
Statistic,Team,#
