0,1,2
1919 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Cincinnati,405
Batting Average,New York,.269
Doubles,Philadelphia,208
Hits,Brooklyn,"1,272"
Home Runs,Philadelphia,42
On Base Percentage,Cincinnati,.327
Runs,New York,605
Slugging Average,New York,.366
Stolen Bases,Pittsburgh,196
Triples,Cincinnati,83
Statistic,Team,#
