0,1,2,3,4
1946 National LeagueTeam Standings,,,,
Team [Click for roster],Wins,Losses,WP,GB
St. Louis Cardinals,98,58,.628,0
Brooklyn Dodgers,96,60,.615,2
Chicago Cubs,82,71,.536,14½
Boston Braves,81,72,.529,15½
Philadelphia Phillies,69,85,.448,28
Cincinnati Reds,67,87,.435,30
Pittsburgh Pirates,63,91,.409,34
New York Giants,61,93,.396,36
