0,1,2
1935 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,464
Batting Average,Chicago,.288
Doubles,Chicago,303
Hits,New York,"1,608"
Home Runs,New York,123
On Base Percentage,Chicago,.347
Runs,Chicago,847
Slugging Average,New York,.416
Stolen Bases,Cincinnati,72
Triples,Pittsburgh,90
