0,1,2
1912 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,560
Batting Average,New York,.286
Doubles,Chicago,245
Hits,Pittsburgh,"1,493"
Home Runs,New York,47
On Base Percentage,New York,.360
Runs,New York,823
Slugging Average,Pittsburgh,.398
Stolen Bases,New York,319
Triples,Pittsburgh,129
Statistic,Team,#
