0,1,2
1979 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Cincinnati,614
Batting Average,St. Louis,.278
Doubles,St. Louis,279
Hits,St. Louis,"1,594"
Home Runs,Los Angeles,183
On Base Percentage,Philadelphia,.343
Runs,Pittsburgh,775
Slugging Average,Pittsburgh,.416
Stolen Bases,Houston,190
Triples,St. Louis,63
