0,1,2
1928 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,St. Louis,83
ERA,Brooklyn,3.25
Fewest Hits Allowed,Brooklyn,"1,378"
Fewest Home Runs Allowed,Chicago,56
Fewest Walks Allowed,St. Louis,399
Saves,St. Louis,21
Shutouts,Brooklyn,16
Strikeouts,Brooklyn,551
Seasonal Events: All-Star Game |World SeriesNavigation:Year in Review Menu|Previous Season|Next SeasonMiscellaneous:A.L. LeaderboardRetirements|Rookies List,,
