0,1,2
1968 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,San Francisco,77
ERA,St. Louis,2.49
Fewest Hits Allowed,New York,"1,250"
Fewest Home Runs Allowed,Los Angeles,65
Fewest Walks Allowed,San Francisco,344
Saves,Cincinnati,38
Shutouts,St. Louis,30
Strikeouts,Houston,"1,021"
