0,1,2
1991 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Pittsburgh,620
Batting Average,Pittsburgh,.263
Doubles,Pittsburgh,259
Hits,Pittsburgh,"1,433"
Home Runs,Cincinnati,164
On Base Percentage,Pittsburgh,.342
Runs,Pittsburgh,768
Slugging Average,Cincinnati,.403
Stolen Bases,Montreal,221
Triples,St. Louis,53
Statistic,Team,#
